date,price_dji,price_goog,price_vti,price_s,price_luv,price_msft,price_fez,price_vpl,price_vgk,price_vea,price_bnd,price_intc,price_wmt,price_kr,price_tsla,price_gm,price_cmg,price_t,price_aapl,price_amzn,price_nflx,price_sina,price_pcln,price_pg
7/23/2015,17787.91943,652.54504,109.055,3.72,37.2625,45.677498,38.88,60.752502,55.410004,40.2075,81.420006,28.665,72.805,38.925,268.005,32.065,726.385,34.1025,125.8775,485.3,110.7575,43.7075,1230.9425,80.64
7/24/2015,17652.4624,635.3125,108.13251,3.5075002,35.92,45.9925,38.54,60.167503,54.905,39.8525,81.5625,28.322498,72.042496,38.565002,266.95,31.43,726.80005,34.582497,124.865,554.5825,110.3675,43.2425,1205.1775,80.44
7/27/2015,17490.82959,625.765,106.9925,3.2150002,34.8875,45.637497,38.1325,59.632504,54.392498,39.5225,81.685,28.115,71.355,38.0425,257.665,30.98,728.845,34.305,122.89749,532.6775,107.582504,40.370003,1192.1324,79.822495
7/28/2015,17544.99023,629.24255,107.5725,3.2475002,35.670002,45.3375,38.324997,60.025,54.74,39.7875,81.595,28.772501,71.8125,38.5925,259.45248,31.4175,732.4775,34.425003,123.30499,530.385,106.5025,40.05,1201.6274,80.235
7/29/2015,17697.19238,629.185,108.520004,3.46,35.7325,45.9325,38.465,60.365,55.0725,39.9875,81.52251,28.97,72.3,38.807503,264.495,31.730001,735.26746,34.61,122.9775,529.4775,106.765,40.75,1209.8,80.5075
7/30/2015,17722.83008,629.965,108.682495,3.4900002,36.1425,46.6175,38.162502,60.247505,54.9475,39.9425,81.50751,29.077501,72.125,38.7025,264.6325,31.9,739.92,34.807503,122.2425,531.97504,108.814995,40.7225,1219.7001,78.355
7/31/2015,17725.22705,628.85,109.0475,3.385,36.2575,46.965,38.6375,60.765003,55.489998,40.295002,81.785,28.990002,72.1425,39.114998,267.0575,31.7875,743.625,34.8475,121.862495,538.15,113.1025,40.5275,1246.2925,77.182495
8/3/2015,17624.07715,628.73755,108.58,3.375,37.1425,46.81,38.822502,60.247498,55.47,40.155003,81.755005,29.075,72.06,39.2625,262.515,31.6675,741.56506,34.7825,120.0075,535.56995,113.385,39.690002,1241.3251,76.5025
8/4/2015,17572.22461,629.91,108.3675,3.5674999,37.9025,47.17,38.605,60.48,55.399998,40.177498,81.655,29.03,72.35,38.8325,262.8375,31.5825,745.09753,34.6675,115.7525,531.925,117.5225,39.9125,1263.3425,76.0075
8/5/2015,17562.49512,639.78253,108.8175,3.3325002,37.9375,47.877502,38.99,60.7825,55.715,40.3975,81.4125,29.18,72.962494,38.89,266.2775,31.585,753.54004,34.675,114.4725,537.2675,125.33,40.785,1363.48,76.027504
8/6/2015,17474.31445,641.3275,108.205,3.275,37.932503,47.107502,39.094997,60.29,55.614998,40.230003,81.47,29.059998,73.045,38.84,246.6975,31.630001,753.1475,34.3325,115.43,534.755,125.9075,41.0925,1353.9325,75.7525
8/7/2015,17370.58496,636.98,107.41,3.34,37.685,46.5425,38.925,60.24,55.2575,40.0775,81.625,28.8325,71.9875,38.1525,242.0525,31.8925,748.7675,34.155,115.2125,524.8625,124.46001,40.8925,1333.365,75.5325
8/10/2015,17498.66504,636.975,108.4375,3.63,37.985,47.1525,39.3725,60.8875,55.710003,40.4375,81.520004,29.3625,71.5175,37.8125,239.5775,32,749.81494,34.515,118.1925,526.95,124.2825,41.695,1325.6925,76.1575
8/11/2015,17485.6626,664.7875,107.8475,3.8725,38.127502,46.5175,39.015,59.840004,55.345,40.004997,81.78,29.22,71.674995,37.457497,237.065,31.005001,743.9625,34.695,115.7025,525.5225,121.6275,40.7125,1311.4026,76.130005
8/12/2015,17333.7876,659.9825,107.2575,3.7925,38.0875,46.3825,38.322502,59.2075,54.682503,39.5575,81.8575,29.087502,72.01,37.86,236.42,30.522501,742.265,33.850002,113.205,522.555,120.7725,38.9675,1293.8325,76.0125
8/13/2015,17408.25244,657.9825,107.835,3.9525,38.8725,46.845,38.260002,59.555,54.815002,39.6875,81.6375,29.147501,72.3125,37.987503,241.9925,30.9975,746.22,33.945,115.5325,529.2925,122.4475,39.309998,1294.6725,76.1025
8/14/2015,17443.62012,656.1625,107.9075,4.05,39.095,46.787502,38.0225,59.5925,54.765003,39.705,81.57,28.95,72.33,38.175,245.0225,31.309998,746.0175,33.9475,115.15,530.5325,124.0875,39.6725,1282.7676,75.6375
8/17/2015,17477.74023,657.5725,108.2775,4.4575,39.879997,47.0375,37.7475,59.510002,54.497498,39.57,81.72,28.955,71.9325,38.385,254.4125,31.4825,749.29,34.08,116.5875,533.0925,124.1975,39.73,1291.9625,75.475
8/18/2015,17525.86523,658.8725,108.6525,4.7725,40.42,47.06,37.6725,59.18,54.460003,39.4375,81.5825,28.927502,69.805,38.575,257.6525,31.557499,750.83496,34.265,116.595,535.6375,124.9025,39.0375,1295.0225,75.3775
8/19/2015,17414.27002,659.6725,107.795,4.8724995,40.2425,46.6925,37.2575,58.824997,53.85,39.079998,81.649994,28.5225,68.65,37.847504,257.8125,31.664999,744.885,34.307503,115.5775,533.2275,122.69,39.165,1290.4175,74.5
8/20/2015,17168.00488,652.04504,106.0775,4.775,39.4875,45.965,36.6725,57.4275,53.095,38.41,81.8975,27.8325,68.4375,37.055,247.67499,31.1475,738.86,34.1325,113.177505,523.7975,116.27,37.512497,1272.6525,73.96
8/21/2015,16725.16992,626.16003,103.3675,4.675,38.3475,44.229996,36.055,56.1325,52.094997,37.605,81.9925,27.019999,67.325005,35.5125,235.27,30.039999,724.8525,33.6025,108.432495,502.15747,105.7275,35.9825,1227.9275,72.78
8/24/2015,16040.29492,585.415,97.1975,4.4425,35.879997,41.29,34.652496,52.59,50.1525,35.8525,82.22,25.987501,63.8375,31.4825,212.01498,27.03,701.925,32.0525,99.6975,466.9275,95.19,33.47,1177.4126,68.45
8/25/2015,15878.22266,598.88245,99.2375,4.7075,37.43,41.665,35.5075,54.489998,51.32,36.93,81.7975,26.482502,64.314995,34.425,225.14249,28.240002,708.995,32.447502,107.365005,477.3875,104.6625,35.92,1196.1675,70.2825
8/26/2015,15985.44482,617.4325,99.6075,4.7174997,37.1125,42.155,35.58,55.155003,51.212498,37.335,81.5075,26.807499,64.2325,34.6,224.07,27.705,702.72253,32.4775,107.927505,491.8175,107.395,35.86,1210.5449,70.1875
8/27/2015,16473.11963,635.65,102.20999,4.96,37.44,43.5,36.059998,56.590004,51.7325,37.555,81.4625,27.59,65.63249,35.4975,237.3875,28.485,720.1325,33.190002,112.10249,515.5075,115.9675,38.0925,1243.5975,71.1625
8/28/2015,16624.39502,631.16,102.815,5.15,37.25,43.717503,35.8525,56.870003,51.62,37.5625,81.622505,28.037498,65.399994,35.1725,245.84,28.8175,722.865,33.295,112.5775,517.5125,117.3025,38.875,1252.0525,71.06
8/31/2015,16559.02979,624.8175,102.425,5.135,36.985,43.527504,35.752502,56.234997,51.552498,37.3575,81.5625,28.54,64.71,34.684998,248.785,29.307499,714.85,33.1725,112.83,514.4525,115.2575,38.675,1253.065,70.7425
9/1/2015,16273.5896,601.77747,99.685,5.0375,36.3275,42.06,34.935,54.010002,50.295,36.22,81.435,27.89,63.8025,33.885002,240.48499,28.897501,703.73755,32.4675,109.2775,499.77753,107.55,37.9525,1221.15,69.167496
9/2/2015,16205.16479,608.495,100.619995,5.0325003,37.2675,42.745003,35.2725,54.6025,50.745,36.585,81.4075,28.4225,64.5075,34.5275,245.1625,29.015001,718.03503,32.815002,111.01,506.055,106.1375,38.16,1233.5701,69.6325
9/3/2015,16401.61987,611.445,101.53,5.0125003,37.705,43.5425,35.4225,54.8825,51,36.7875,81.49,28.9975,64.744995,34.6925,248.6775,29.305,724.70996,33.0425,111.420006,509.40753,102.00749,37.93,1246.515,70.067505
9/4/2015,16218.12744,599.855,99.835,4.9625,37.135002,42.664997,34.5025,53.399998,49.864998,35.9125,81.615,28.599998,63.9425,34.16,241.27751,28.8175,721.46497,32.5925,109.3,498.785,98.5275,36.86,1234.9924,68.955
9/8/2015,16303.98731,611.895,101.81,4.9674997,37.9725,43.5975,35.48,54.64,51.175,36.8325,81.479996,29.232498,65.8225,34.8125,246.6075,29.705,729.8251,33.0225,111.735,513.27246,98.270004,37.7025,1273.9874,70.0725
9/9/2015,16410.83984,617.515,102.0525,4.99,38.3525,43.6475,35.665,55.375,51.54,37.125004,81.36,29.5625,66.00001,34.879997,250.8775,29.935001,726.62,33.1,111.924995,521.47504,98.5,38.13,1287.06,69.457504
9/10/2015,16309.24756,617.50995,101.245,4.83,38.4825,43.235004,35.4525,54.965,51.385,36.94,81.354996,29.2525,64.167496,34.9375,247.94,29.710001,721.3275,32.7275,111.505,519.575,99.1325,37.7775,1283.505,68.285
9/11/2015,16360.7251,622.18,101.369995,4.8325,38.3975,43.2875,35.37,54.885,51.255,36.86,81.4725,29.2775,64.375,37.135,248.2125,29.985,723.56,32.6975,112.9925,525.13745,98.54,37.3375,1284.9675,68.18
9/14/2015,16400.88721,623.5575,101.6225,4.8375,38.7275,43.1925,35.170002,54.885002,50.8725,36.7175,81.505005,29.369999,64.354996,35.93,252.0525,30.415,727.2125,32.645,115.91,525.4625,96.192505,37.395,1286.8424,67.98
9/15/2015,16502.27979,631.08,102.265,4.8950005,38.8775,43.635,35.3625,55.0825,51.0825,36.855,81.244995,29.677502,64.3875,37.205,252.60501,31.0175,728.0225,32.752502,115.78999,522.685,96.91,37.4375,1303.4625,68.7775
9/16/2015,16672.33496,635.43,103.229996,4.7625003,38.964996,44.1225,35.835,56.045,51.8825,37.432503,81.072495,29.645,64.52501,37.232502,257.7625,31.1925,731.175,32.915,116.16,524.0475,101.89751,39.08,1320.7749,70.07
9/17/2015,16746.54492,641.65247,103.84499,4.6725,39.4975,44.405003,36.17,56.07,52.1725,37.5725,81.284996,29.77,64.655,37.44,263.055,31.374998,730.9175,32.765,114.9475,534.8475,104.302505,39.692497,1323.0725,70.3425
9/18/2015,16519.45508,633.265,102.09,4.52,39.3575,43.575,34.9375,54.9725,51.135,36.805,81.6925,29.114998,63.645,37.05,259.97498,30.7675,728.5425,32.6075,112.957504,538.1175,102.42249,39.5425,1300.3474,69.8825
9/21/2015,16471.69238,633.0675,102.34,4.4849997,39.4525,43.949997,34.795002,54.87,50.9,36.7075,81.542496,29.1325,63.71,36.805,263.8875,30.6575,730.95,32.5625,114.4775,545.5225,101.7325,39.515,1303.665,70.4225
9/22/2015,16376.77466,623.1675,100.8325,4.3774996,38.64,43.66,33.614998,53.997498,49.332497,35.8125,81.645004,28.68,63.39,36.2725,259.6225,29.73,725.8725,32.2925,113.369995,538.58,98.415,38.285,1288.575,70.22
9/23/2015,16294.99243,623.33496,100.835,4.3999996,38.4625,43.87,33.6575,53.8625,49.2475,35.72,81.6325,28.86,63.622498,36.33,260.66748,29.8625,729.4325,32.2175,113.99249,537.395,98.5175,37.57,1282.815,70.222496
9/24/2015,16182.97534,620.54004,99.98,4.3574996,38.1425,43.690002,33.325,53.3775,48.84,35.407497,81.744995,28.35,63.6175,36,260.5775,29.28,728.625,32.0775,114.03,530.4325,100.4125,37.2575,1272.04,70.625
9/25/2015,16297.51025,620.6275,100.0775,4.3725,38.2625,44.227497,33.8625,54.2325,49.185,35.765,81.5575,28.875,63.9825,36.235,261.64502,29.567501,733.61,32.365,115.465,532.755,103.64,38,1275.435,72.5975
9/28/2015,16152.5647,602.3025,97.9825,4.13,37.5875,43.600002,33.265,53.665,48.39,35.22,81.66,28.86,63.672497,35.795002,253.045,28.9025,720.1375,32.095,113.325005,509.67252,100.5525,37.0275,1219.6575,72.125
9/29/2015,16028.03735,596.8675,97.09,3.8925,37.557503,43.357502,33.245003,52.480003,48.19,34.8925,81.7675,29.045,63.7,35.705,249.325,28.869999,709.755,32.0225,110.815,501.0125,98.865,36.925003,1199.39,71.9525
9/30/2015,16174.11499,605.2975,98.292496,3.8274999,38.0125,44.025,33.845,53.4525,49.0475,35.525,81.8525,29.89,64.534996,35.985,248.785,29.779999,716.4625,32.4725,110.185005,507.95,101.42,38.872498,1226.205,72.3525
10/1/2015,16243.33008,607.9,98.6775,3.9824998,38.0625,44.465,33.717503,53.989998,49.18,35.735,81.865005,29.9875,64.4625,36.322502,243.255,30.4225,720.2025,32.454998,108.895,514.63,104.03,40.2375,1238.4724,71.822495
10/2/2015,16304.26221,616.145,99.0175,4.1875,37.927498,44.8325,33.92,54.0975,49.567497,35.947502,82.1575,30.057499,64.2825,36.6075,241.45,30.962502,718.95746,32.449997,109.2375,521.5575,104.36,41.239998,1246.2576,71.8725
10/5/2015,16644.74951,635.87,101.6775,4.3450003,38.9775,46.24,35.0175,55.8325,50.7975,36.925,81.91,30.97,65.535,37.5975,247.23999,31.835,727.0725,33.217503,110.325005,540.64496,109.192505,43.31,1277.01,73.03
10/6/2015,16793.83203,642.515,101.9825,4.4174995,38.649998,46.620003,35.305,55.7275,51.16,37.075,81.899994,31.465,65.5875,37.572502,240.0175,32.055,719.9174,33.395,110.86,541.9525,109.1375,43.39,1274.2975,73.2775
10/7/2015,16861.50244,643.58997,102.455,4.5225,38.2875,46.8,35.675,56.6925,51.562496,37.5075,81.8875,32.114998,66.0825,37.445,233.85251,32.775,714.87994,33.135,110.6075,538.6825,108.3675,44.219997,1285.4575,73.6575
10/8/2015,16973.88477,637.6325,103.12,4.5550003,38.657497,47.0075,35.645,56.760002,51.72,37.637497,81.85,32.3325,66.5625,37.7225,227.2075,33.185,728.53503,33.1975,109.49,532.2875,110.13,44.180004,1295.9976,74.0025
10/9/2015,17069.32275,641.23,103.78,4.5299997,39.535,47.255,36.0625,57.2475,52.135,37.940002,81.7425,32.25,66.7875,38.04,221.0875,33.177498,733.14246,33.27,111.3825,536.585,113.927505,43.8375,1308.1699,74.575005
10/12/2015,17104.48486,644.0675,103.79,4.455,40.5525,46.887497,35.985,57.2175,51.95,37.8425,81.880005,32.1725,66.795,38.1025,219.21,32.96,740.5225,33.22,112.130005,545.1925,113.92,44.035,1333.32,74.4225
10/13/2015,17100.67529,649.10254,103.384995,4.4375,40.89,46.785,35.649998,56.665,51.390003,37.48,81.94,32.129997,66.637505,37.829998,216.545,33.012497,750.355,33.190002,111.435,547.865,111.27,43.905003,1342.9475,74.0725
10/14/2015,17000.72021,653.15247,102.8575,4.3025,41.005,46.739998,35.815002,56.450005,51.607502,37.47,82.16,31.9925,63.6525,36.8125,218.4825,33.2375,727.71747,33.247498,110.645,547.025,110.35251,43.6325,1329.8975,74.2325
10/15/2015,17041.1499,658.4975,103.445,4.265,41.0525,46.894997,36.0925,57.622498,52.0775,37.99,82.1325,32.777496,59.5275,36.7725,218.2925,33.4225,718.9525,33.38,111.345,555.0475,102.21,43.625,1321.2775,74.445
10/16/2015,17171.27246,662.12,104.317505,4.2875004,40.6875,47.2425,36.225,57.795,52.144997,38.075,82.08,32.8675,59.055,37.277496,225.84999,33.215,724.75,33.745003,111.3375,566.82,99.815,45.567497,1334.78,74.75
10/19/2015,17201.27686,663.42004,104.392494,4.345,40.985,47.485,36.185005,57.4525,52.0475,37.9425,82.0625,33.239998,58.86,37.682503,227.6725,33.0825,719.225,33.5925,111.0975,572.5725,99.91,45.75,1354.875,74.8825
10/20/2015,17214.61279,655.81,104.5,4.3825,41.41,47.510002,36.077503,57.332497,51.997498,37.864998,81.94,33.462498,58.795,37.805,217.8375,33.405003,712.25244,33.677498,112.524994,565.29004,99.935,46.0475,1372.73,74.6275
10/21/2015,17215.66504,648.58997,104.2125,4.3799996,41.3125,47.555,36.212498,57.72,51.95,37.947502,82.097496,33.6025,58.762505,37.9325,211.4225,35.2425,657.2675,33.6875,114.26001,559.35254,98.745,45.717503,1374.1975,73.845
10/22/2015,17339.02539,650.075,104.759995,4.42,43.2775,47.899998,36.54,58.212498,52.119995,38.155,82.175,34.0475,59.109997,38.2875,212.10751,35.455,659.10004,33.760002,114.857506,563.1075,98.045,46.25,1364.8049,74.4825
10/23/2015,17594.07178,715.25,106.145004,4.5975,44.802498,52.872498,36.9575,58.9075,52.6375,38.58,82.045,34.7175,58.747498,38.127502,211.7825,35.74,652.7075,34.2,118.35251,607.88,99.119995,47.67,1367.9475,77.1375
10/26/2015,17633.95752,708.685,106.115,4.715,45.417503,53.4,36.8475,58.769997,52.502502,38.5125,82.14,34.7175,58.21,37.727497,213.13,35.692497,655.16003,33.6625,116.60249,604.26245,101.445,47.137497,1398.9175,77.347496
10/27/2015,17591.51758,708.51,105.685005,4.815,45.52,53.9075,36.557503,58.3275,52.0075,38.1725,82.2,34.435,57.7275,36.9425,212.45001,35.147503,657.6925,33.3875,115.12,609.9625,102.9,46.8825,1409.165,77.1425
10/28/2015,17675.71729,709.085,106.445,4.97,45.4025,53.59,36.75,58.4525,52.2625,38.305,82.037506,34.5025,57.545002,37.3625,211.505,35.04,655.7575,33.375,118.052505,614.0325,104.2425,47.434998,1405.6226,76.7825
10/29/2015,17749.50537,713.9225,106.88,4.885,45.512497,53.487503,36.4375,57.79,51.9575,38.0075,81.695,34.0725,57.82,37.6725,211.9425,34.7375,649.9425,33.495,119.54749,621.79504,105.445,47.149998,1416.6875,76.799995
10/30/2015,17720.74219,713.6475,106.8625,4.7675,46.17,53.142498,36.6675,57.8625,52.197502,38.12,81.695,34.0275,57.5825,37.664997,208.2125,34.854996,645.3875,33.5975,120.28999,626.97754,107.125,47.1875,1450.3425,76.72
11/2/2015,17750.57471,714.91003,107.345,4.8325,46.63,53.017498,37.06,57.855,52.595,38.3125,81.4625,33.94,57.320004,37.94,211.4325,35.265,618.38,33.6175,120.7375,626.13,108.1275,47.8525,1463.4474,76.4975
11/3/2015,17877.93994,720.0975,108.00751,4.49,46.88,53.5925,36.807503,58.2025,52.3675,38.3075,81.355,34.175,57.885002,37.885002,210.13501,35.665,625.5775,33.5975,121.8875,626.6825,108.8475,50.3225,1463.67,76.6825
11/4/2015,17897.52734,726.27747,108.137505,4.5,46.707497,54.38,36.65,58.1,52.35,38.2725,81.357506,34.1475,58.475,37.452503,230.0625,35.6375,619.9325,33.614998,122.5,635.49744,112.020004,50.6775,1468.0625,76.935
11/5/2015,17860.84473,732.4175,107.825,4.595,46.635002,54.3925,36.682503,58.17,52.0975,38.175,81.2625,34.0075,58.629997,37.0375,231.53,35.43,615.64996,33.415,121.409996,650.71,113.6625,51.397503,1466.4575,76.674995
11/6/2015,17861.54736,731.92,107.545,4.5525,46.8525,54.485,36.427498,57.79,51.6375,37.86,80.932495,33.787502,58.802498,37.267498,231.48,35.532497,607.22253,33.127502,121.1425,657.1575,113.575,51.512497,1447.735,75.5375
11/9/2015,17799.95459,727.3075,107.19,4.3825,46.485,54.285,36.11,57.42,51.29,37.6,80.82,33.465,58.447502,37.245003,228.905,35.802498,612.59753,32.88,120.8475,655.98755,111.465,51.4625,1340.9675,75.2875
11/10/2015,17727.18066,725.4525,106.6975,4.1800003,46.242496,53.745003,35.807503,57.375,50.8975,37.43,80.9325,33.114998,58.502502,37.215,219.94,35.487503,624.7675,32.805,116.95,654.985,110.6025,49.605003,1313.875,75.655
11/11/2015,17743.95264,734.7725,106.9025,4.055,46.81,53.752502,36.122498,57.9,51.36,37.755,80.925,33.050003,58.07,37.195,217.49,35.705,626.42505,32.89,116.277504,668.9275,112.99,48.345,1326.4099,76.082504
11/12/2015,17568.85742,732.1675,105.50751,4.0625,46.745003,53.4925,35.6425,57.47,50.68,37.36,80.995,32.605,57.32,36.81,215.61252,35.232502,618.5175,32.755,116.1125,669.615,111.2225,48.175003,1321.065,75.25
11/13/2015,17340.65771,723.51245,104.3225,4.16,46.2275,52.932503,35.157497,57.05,50.12,37.0075,81.0575,32.18,56.63,36.2925,209.9125,34.6575,603.7,32.524998,113.84499,653.34247,106.0825,46.465,1305.6725,74.38251
11/16/2015,17351.59717,721.34503,104.55,4.1949997,45.364998,53.394997,35.32,57.25,50.4125,37.1875,81.115,32.095,57.1625,36.302498,210.295,34.747498,589.2225,32.665,112.7,640.2525,106.957504,45.625,1263.8025,74.72
11/17/2015,17506.80762,727.365,105.4475,4.305,46.087498,53.129997,35.7225,57.6275,50.9325,37.4975,81.10249,32.42,59.84,36.809998,214.15,35.262497,587.155,33.2275,114.245,647.05,114.925,47.46,1265.7,75.32
11/18/2015,17615.0752,733.9975,106.255005,4.2025003,45.940002,53.4525,35.870003,57.780003,51.2425,37.6775,81.1325,32.9375,60.397503,37.27,217.36751,35.91,588.1675,33.3475,116.51,655.325,118.9175,49.5125,1271.2424,75.4125
11/19/2015,17731.88281,739.14496,106.8425,4.0525,46.7725,54.0925,36.155,58.3525,51.73,38.0325,81.265,33.845,60.902496,37.4225,222.2075,36.2775,604.1575,33.59,118.2325,664.53,120.802505,51.100002,1288.345,76.335
11/20/2015,17800.9126,751.0125,107.25751,3.9275,47.1575,54,36.0375,58.7025,51.5275,38.04,81.2675,34.7275,60.635002,37.405,220.52,36.27,574.27246,33.6825,119.3175,664.71,121.9925,51.297497,1285.4875,76.2275
11/23/2015,17808.99951,756.99,107.2025,3.8175,47.402496,54.1625,35.72,58.515,51.04,37.77,81.2325,34.614998,60.292503,37.235,217.24,36.3475,548.60754,33.5575,118.5225,675.845,124.2975,50.5,1274.52,75.8125
11/24/2015,17782.2998,748.2975,106.965,3.7949998,46.175003,54.0475,35.4375,58.582504,50.607502,37.614998,81.295,34.2575,60.0375,37.12,217.405,36,566.8125,33.3675,118.17,670.575,122.9925,49.8775,1235.76,76.0925
11/25/2015,17822.73779,748.5875,107.4725,3.8049998,46.149998,53.925,35.7975,58.4875,51.067497,37.79,81.315,34.3975,60.207504,37.199997,225.545,36.255,580.36,33.385002,118.5975,675.32,123.9875,50.5375,1247.4125,76.2625
11/27/2015,17799.77734,749.90497,107.55,3.7425,45.925003,53.9,36.1175,58.08,51.379997,37.809998,81.35249,34.52,60.2225,37.6975,230.4825,36.36,580.33997,33.5825,118.027504,676.7875,124.8175,49.86,1244.995,75.865
11/30/2015,17769.94727,746.90247,107.47749,3.705,45.795,54.4625,36.2,57.7825,51.5025,37.7775,81.317505,34.6625,59.375,37.8675,231.3525,36.467503,579.5775,33.6075,118.3625,671.64746,124.712494,49.2875,1251.5325,75.2675
12/1/2015,17805.82275,757.44995,107.837494,3.6325002,46.504997,54.79,36.225002,58.58,51.737503,38.087498,81.3,35,59.015,38.105,234.325,36.0875,582.0425,33.775,117.94,675.4175,124.457504,51.2425,1270.5875,75.475
12/2/2015,17805.6499,766.55,107.5725,3.6149998,47.75,55.387497,35.86,58.354996,51.402496,37.8825,81.3575,35.0325,58.6425,38.1475,234.70499,36.005,578.9,33.7025,116.9525,679.02,127.685,51.542503,1282.875,75.9075
12/3/2015,17606.34766,758.29504,106.32,3.5425,47.3575,54.847504,35.635,57.88,51.3225,37.7475,80.9225,34.5,58.997498,39.33,233.91,35.6325,570.105,33.344997,115.3625,672.49,128.755,50.557503,1282.715,75.735
12/4/2015,17669.86523,759.6,106.59,3.53,48.559998,55.089996,35.5675,57.7525,51.3025,37.6675,80.9325,34.5175,59.3975,40.177498,230.9425,35.89,556.505,33.66,117.17,668.705,128.6675,50.397503,1292.7775,76.9075
12/7/2015,17765.18506,763.71,106.7775,3.6100001,50.0525,55.715004,35.705,57.625,51.25,37.575,81.14,34.9225,60.0925,41.2075,230.1525,36.2775,534.22504,34.105,118.567505,670.1325,128.2575,51.264996,1301.4,77.9875
12/8/2015,17615.34277,759.815,105.88,3.73,46.109997,55.5875,35.12,56.732502,50.4075,36.945,81.205,34.6975,59.9175,41.2725,226.81,35.602497,536.33997,33.8825,117.802505,670.06,124.457504,50.42,1295.73,77.82
12/9/2015,17555.41992,753.0025,105.445,3.7975001,44.8425,55.027496,35.095,56.6575,50.447502,36.97,81.125,34.855,59.35,41.18,224.85999,35.3275,549.63,33.755,115.9225,669.3675,125.7525,50.292503,1299.1324,77.932495
12/10/2015,17560.08008,750.49756,105.36749,3.865,45.125,55.3325,34.9975,56.805,50.327503,36.9625,81.18,34.835,59.4675,41.287502,225.97751,35.487503,570.565,33.72,116.165,664,123.56,48.555,1300.1174,77.95251
12/11/2015,17411.30273,740.6225,103.7275,3.7575,43.940002,54.469997,34.3525,55.8075,49.4825,36.302498,81.3575,34.357502,59.1875,40.99,221.1625,34.842503,565.605,33.315,114.152504,647.22,120.49,46.774998,1289.4475,77.6825
12/14/2015,17290.5249,740.615,103.2175,3.595,43.52,54.589996,34.2075,55.962498,49.245003,36.2525,81.107506,34.3025,59.800003,41.517498,217.97,34.515,560.485,33.377502,111.7825,648.3775,119,46.8425,1291.1176,77.9725
12/15/2015,17467.125,749.3725,104.677505,3.5475001,44.265,55.4625,34.62,56.0875,49.7275,36.4775,80.89,34.955,60.1725,42.225,220.7825,34.6375,558.2775,33.7175,111.395,663.13,120.59251,47.967503,1315.12,79.2175
12/16/2015,17636.99463,752.03,105.705,3.6200001,44.552498,55.6675,35.045002,56.9975,50.335,37.0175,80.8425,35.225002,60.19,42.33,228.055,34.7275,561.865,34.1725,110.8,669,120.8825,48.820004,1329.3475,80.5
12/17/2015,17635.65967,755.8825,105.5675,3.6625,44.2675,56.095,35.1225,56.9275,50.1975,36.95,80.9525,35.089996,59.6525,42.155,233.725,34.6475,565.565,34.2725,110.5575,675.95,123.8125,49.1675,1327.6025,80.625
12/18/2015,17311.12012,744.525,103.5825,3.6175,43.12,54.735,34.3325,56.42,49.5175,36.475,81.11,34.3,58.9825,41.142498,232.135,33.807503,547.67505,33.7675,107.5675,668.44006,119.744995,49.5775,1297.125,79.0825
12/21/2015,17198.91211,745.975,102.9925,3.6425,43.3125,54.8225,34.4925,56.0475,49.487503,36.4225,81.13251,34.1175,59.155,41.037502,232.79001,33.8175,529.81,33.9675,106.887505,665.46,117.847496,50.449997,1283.07,78.6775
12/22/2015,17341.19727,750.5075,103.7525,3.685,43.4525,55.079998,34.4375,56.3375,49.585,36.535,80.9925,34.535,60.16,41.7825,232.78,34.265,503.1075,34.297497,107.2,664.4325,116.457504,50.525,1277.345,79.345
12/23/2015,17516.44775,750.4975,104.975,3.8274999,43.385,55.710003,34.94,56.945,50.42,37.0725,80.6725,34.945,60.9125,42.269997,230.865,34.6525,492.78,34.64,107.9825,663.3575,117.3525,50.77,1278.8049,79.95
12/24/2015,17573.92969,748.98,105.2825,3.8575,43.835,55.729996,35.0275,56.7025,50.715,37.1375,80.770004,35.067497,60.847496,42.4275,230.32251,34.6425,497.5625,34.68,108.494995,662.855,117.912506,50.902496,1276.0249,79.8
12/28/2015,17509.54248,756.985,104.8,3.8124998,43.86,55.5575,34.905,56.565002,50.52,37.03,80.775,34.862503,60.7,42.375,229.48999,34.504997,493.5625,34.714996,107.07,670.44,116.3925,49.972504,1266.9724,79.775
12/29/2015,17641.43457,772.425,105.8975,3.84,44.1325,56.4375,35.21,57.434998,50.89,37.3975,80.630005,35.262497,61.335,42.5575,233.62999,34.502502,492.5775,34.9125,107.9975,686.56995,118.457504,50.1025,1290.3525,80.26
12/30/2015,17654.70215,773.025,105.6325,3.7375,43.86,56.4625,34.97,57.142498,50.6975,37.2475,80.5625,35.190002,61.675,42.5025,238.4975,34.3725,487.89502,34.824997,107.94499,690.7075,117.7775,49.635002,1294.475,80.2575
12/31/2015,17506.87744,764.055,104.71251,3.605,43.072502,55.7825,34.535,56.82,50.09,36.864998,80.735,34.6675,61.38,41.9325,240.08499,34.13,481.6775,34.505,106.03,681.40247,115.5825,49.332504,1279.9849,79.6675
1/4/2016,17229.38281,740.04004,102.46251,3.5125,41.7575,54.3275,33.517498,55.777504,48.98,36.045,80.785,33.835,60.9525,41.065,226.1275,33.285,458.5025,34.195,103.8325,644.6275,108.542496,47.79,1247.055,78.192505
